Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,EmployeeNumber,EmployeeCount,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,1,468,1,Y,Yes,16,80,6,4,3,5,,1,4
34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,0,469,1,Y,No,16,80,3,3,2,2,2,1,0
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1,470,1,Y,Yes,23,80,1,3,3,1,0,0,0
40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,0,471,1,Y,No,14,80,21,2,3,20,15,1,12
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,1,473,1,Y,No,22,80,3,3,1,3,2,0,2
30,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,4,474,1,Y,No,15,80,9,3,1,5,3,,4
29,No,Travel_Rarely,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,1,475,1,Y,No,18,80,10,2,3,10,2,,7
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,5,476,1,Y,No,16,80,6,2,4,2,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,1,477,1,Y,No,12,80,1,3,4,1,0,0,0
30,No,Non-Travel,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,0,478,1,Y,No,11,80,10,3,3,9,8,7,8
57,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,3,479,1,Y,No,12,80,32,3,2,1,0,0,0
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,0,481,1,Y,No,15,80,28,2,3,27,10,15,7
30,No,Non-Travel,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,0,482,1,Y,No,14,80,12,2,2,11,7,6,7
60,No,Travel_Frequently,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,4,483,1,Y,No,19,80,22,5,4,18,13,13,11
47,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5,484,1,Y,No,,80,20,2,,5,0,0,4
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,6,485,1,Y,No,13,80,26,2,1,3,2,0,1
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,0,486,1,Y,No,15,80,6,2,3,5,4,4,3
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,,487,1,Y,No,11,80,19,3,3,1,0,0,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,3,488,1,Y,No,12,80,14,3,3,7,3,5,7
46,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,2,491,1,Y,Yes,19,80,15,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,1,492,1,Y,No,25,80,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,7,493,1,Y,Yes,12,80,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,7,494,1,Y,No,13,80,8,2,3,4,3,1,3
30,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,0,495,1,Y,No,14,80,4,3,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,4,496,1,Y,Yes,12,80,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,3,497,1,Y,No,12,80,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9,498,1,Y,Yes,15,80,11,2,3,3,2,0,2
42,No,Travel_Frequently,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,4,499,1,Y,No,17,80,8,4,,2,2,2,0
36,No,Non-Travel,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,1,500,1,Y,No,14,80,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,5,501,1,Y,No,16,80,4,3,3,2,2,1,2
48,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,37,,2,Sales Executive,4,Married,2,502,1,Y,No,14,80,14,2,3,9,7,6,7
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,3,505,1,Y,No,23,80,37,2,3,10,9,7,7
41,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,7,507,1,Y,No,14,80,16,3,3,14,3,1,10
35,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,9,508,1,Y,No,11,80,,,3,11,9,6,9
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,7,510,1,Y,No,15,80,22,3,3,20,6,5,13
39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,48,,1,Laboratory Technician,3,Married,1,511,1,Y,No,11,80,8,3,3,8,3,0,7
31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,4,513,1,Y,Yes,13,80,,2,4,6,5,0,5
42,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,1,514,1,Y,Yes,21,80,10,5,2,10,,5,8
45,No,Travel_Rarely,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,0,515,1,Y,No,19,80,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,0,516,1,Y,Yes,11,80,8,2,2,7,7,1,0
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,34,3,,Manufacturing Director,4,Divorced,4,517,1,Y,No,12,80,8,2,4,3,2,,
33,No,Travel_Rarely,Research & Development,1,5,Medical,1,Female,95,,4,Research Director,3,Divorced,4,518,1,Y,No,19,80,10,2,3,6,1,0,5
31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,9,520,1,Y,No,21,80,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1,521,1,Y,Yes,14,80,0,3,3,0,0,0,0
40,No,Non-Travel,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,3,522,1,Y,No,15,80,20,2,3,1,0,0,1
41,No,Non-Travel,Research & Development,2,4,Other,,Female,62,2,2,Healthcare Representative,3,Single,2,523,1,Y,Yes,17,80,10,3,3,8,,0,7
26,No,Travel_Rarely,Sales,29,2,Medical,,Male,45,3,2,Sales Executive,3,Divorced,5,524,1,Y,No,,80,8,5,3,0,0,0,0
35,No,Travel_Rarely,Sales,1,3,Medical,,Female,80,3,2,Sales Executive,3,Single,1,525,1,Y,No,16,80,5,3,3,5,4,0,3
34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,1,526,1,Y,No,12,80,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,1,527,1,Y,Yes,18,80,1,3,1,1,,0,0
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,4,529,1,Y,No,17,80,12,3,4,6,5,1,2
41,Yes,Travel_Rarely,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,8,530,1,Y,Yes,11,80,8,0,1,6,4,0,5
49,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Male,61,2,2,Research Scientist,2,Married,1,531,1,Y,No,23,80,10,3,3,10,7,1,7
37,Yes,Travel_Rarely,Research & Development,2,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,6,532,1,Y,Yes,15,80,7,3,3,0,0,0,0
33,No,Travel_Frequently,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,1,533,1,Y,Yes,11,80,8,3,3,8,7,3,0
27,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,40,3,1,Laboratory Technician,2,Married,9,534,1,Y,No,12,80,6,3,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,79,3,1,Laboratory Technician,4,Single,0,536,1,Y,No,13,80,8,2,2,7,7,3,6
59,No,Travel_Rarely,Research & Development,3,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,4,538,1,Y,Yes,20,80,12,3,2,1,0,0,0
30,No,Travel_Rarely,Research & Development,24,1,Life Sciences,4,Male,67,3,1,Laboratory Technician,3,Divorced,1,543,1,Y,No,22,80,1,2,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,23,3,Life Sciences,4,Male,44,2,3,Manufacturing Director,3,Single,0,544,1,Y,No,21,80,10,2,3,9,7,1,8
36,No,Travel_Rarely,Research & Development,27,3,Medical,3,Male,94,3,2,Healthcare Representative,3,Married,6,546,1,Y,No,13,80,17,3,2,7,7,7,7
35,No,Travel_Rarely,Research & Development,16,3,Medical,1,Male,84,4,1,Laboratory Technician,2,Married,0,547,1,Y,No,13,80,6,5,3,5,4,0,3
29,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,0,548,1,Y,Yes,12,80,10,3,3,9,5,0,8
31,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,1,549,1,Y,No,17,80,5,1,2,5,2,4,3
34,No,Travel_Rarely,Research & Development,19,2,Medical,2,Male,93,3,1,Laboratory Technician,4,Divorced,0,550,1,Y,No,11,80,3,2,3,2,2,1,2
28,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,5,551,1,Y,Yes,14,80,6,4,3,4,2,0,3
29,No,Travel_Rarely,Research & Development,21,4,Life Sciences,2,Female,51,4,3,Manufacturing Director,1,Divorced,1,554,1,Y,No,11,80,10,1,3,10,9,8,8
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,0,555,1,Y,Yes,,80,7,5,2,6,2,0,5
22,No,Non-Travel,Research & Development,16,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,1,556,1,Y,Yes,13,80,1,2,2,1,0,0,0
53,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,78,2,4,Manager,4,Married,2,558,1,Y,No,16,80,31,3,3,25,8,3,7
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,45,3,1,Research Scientist,4,Single,5,560,1,Y,Yes,11,80,6,3,3,3,2,1,2
24,No,Non-Travel,Research & Development,11,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,0,562,1,Y,No,18,80,5,5,2,4,2,1,3
36,Yes,Travel_Rarely,Sales,9,4,Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,,564,1,Y,No,23,80,10,4,3,5,3,0,3
34,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Female,53,3,3,Research Director,2,Single,0,565,1,Y,No,11,80,13,4,3,12,6,2,11
21,No,Travel_Rarely,Research & Development,15,2,,3,Male,96,3,1,Research Scientist,4,Single,1,566,1,Y,No,14,80,0,6,3,0,0,0,0
34,Yes,Travel_Rarely,Research & Development,6,1,Medical,2,,83,3,1,Research Scientist,1,Single,2,567,1,Y,No,11,80,8,2,3,4,2,1,3
53,No,Travel_Rarely,Research & Development,5,3,Other,3,Female,58,3,5,Manager,3,Divorced,4,568,1,Y,No,11,80,26,3,2,14,13,4,8
32,Yes,Travel_Frequently,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,1,569,1,Y,Yes,22,80,10,5,3,10,2,6,7
42,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,0,571,1,Y,No,11,80,10,2,3,9,7,4,2
44,No,Travel_Rarely,Research & Development,7,4,Medical,1,Female,42,2,3,Healthcare Representative,4,Married,3,573,1,Y,No,14,80,24,4,3,22,6,5,17
46,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,3,574,1,Y,No,12,80,22,2,2,2,2,2,1
33,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,4,575,1,Y,No,11,80,7,3,3,1,1,0,0
44,No,Travel_Rarely,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,2,577,1,Y,Yes,13,80,9,5,4,4,2,1,3
30,No,Travel_Rarely,Research & Development,9,2,Medical,4,Male,83,2,1,Laboratory Technician,3,Single,1,578,1,Y,No,13,80,10,5,3,10,0,1,8
39,Yes,Travel_Rarely,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,3,579,1,Y,No,14,80,19,6,4,1,0,0,0
24,Yes,Travel_Rarely,Research & Development,1,3,Medical,2,Male,61,3,1,Research Scientist,4,Married,2,580,1,Y,Yes,16,80,6,2,2,2,0,2,0
43,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,72,4,1,Research Scientist,3,Divorced,1,581,1,Y,No,12,80,6,3,2,5,3,1,4
50,Yes,Travel_Rarely,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,1,582,1,Y,Yes,14,80,3,2,3,3,2,0,2
35,No,Travel_Rarely,Sales,2,3,Marketing,4,Female,97,3,1,Sales Representative,4,Married,1,584,1,Y,No,13,80,2,3,3,2,2,2,2
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,,9,585,1,Y,Yes,14,80,6,3,4,1,1,0,0
33,No,Travel_Frequently,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,2,586,1,Y,No,19,80,10,3,3,5,3,1,3
35,No,Travel_Rarely,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1,587,1,Y,No,12,80,1,3,3,1,0,0,0
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,1,590,1,Y,No,13,80,1,6,3,1,0,0,0
26,Yes,Travel_Rarely,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,1,591,1,Y,No,12,80,1,2,2,1,0,0,1
27,No,Travel_Frequently,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,1,592,1,Y,No,15,80,9,0,3,9,8,1,7
30,No,Travel_Frequently,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,1,593,1,Y,No,23,80,12,2,3,12,8,3,7
41,Yes,Travel_Rarely,Research & Development,12,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,1,595,1,Y,No,12,80,23,0,3,22,15,15,8
34,No,Non-Travel,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,0,597,1,Y,No,20,80,10,2,3,9,5,8,7
37,No,Travel_Rarely,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,4,599,1,Y,No,21,80,8,1,3,1,0,0,0
46,No,Travel_Frequently,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,4,600,1,Y,Yes,21,80,14,4,3,9,6,0,8
35,No,Travel_Rarely,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,1,601,1,Y,No,19,80,1,2,3,1,0,0,1
48,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,9,602,1,Y,Yes,13,80,23,2,3,1,0,0,0
28,Yes,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,1,604,1,Y,Yes,,80,2,3,2,2,2,2,2
44,No,Travel_Rarely,Sales,1,5,Marketing,2,Female,75,3,2,,1,Divorced,5,605,1,Y,Yes,21,80,9,2,2,4,3,1,3
35,No,Non-Travel,Research & Development,11,2,,3,Male,79,2,3,Healthcare Representative,1,Married,2,606,1,Y,Yes,13,80,10,3,3,4,0,2,3
26,No,Travel_Rarely,Sales,23,3,Marketing,3,Female,47,2,2,Sales Executive,4,Married,7,608,1,Y,Yes,19,80,5,2,2,2,2,0,0
33,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,1,611,1,Y,Yes,12,80,15,1,3,15,14,8,12
35,No,Travel_Frequently,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,1,612,1,Y,No,22,80,9,3,2,9,8,1,8
35,No,Travel_Rarely,Research & Development,23,4,Medical,3,Female,210,3,1,Laboratory Technician,1,Married,3,613,1,Y,Yes,15,80,4,3,3,2,2,2,2
31,No,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,3,614,1,Y,No,22,80,10,3,2,7,7,1,7
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,1,615,1,Y,No,18,80,7,2,4,7,5,0,7
32,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,1,616,1,Y,Yes,22,80,9,3,3,9,8,7,8
38,No,Travel_Frequently,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,1,618,1,Y,No,11,80,10,2,3,10,3,9,9
50,No,Travel_Rarely,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,5,620,1,Y,Yes,12,80,29,2,2,27,3,13,8
59,No,Travel_Rarely,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7,621,1,Y,No,11,80,28,3,2,21,16,7,9
36,No,Travel_Rarely,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,1,622,1,Y,No,13,80,17,2,3,17,14,12,8
55,No,Travel_Rarely,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,2,623,1,Y,Yes,14,80,21,2,3,5,0,0,2
36,No,Travel_Frequently,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,1,624,1,Y,No,13,80,6,3,3,6,5,0,3
45,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,2,625,1,Y,No,17,80,25,2,3,1,0,0,0
35,No,Travel_Frequently,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,4,626,1,Y,No,13,80,5,2,2,3,2,1,2
36,Yes,Travel_Rarely,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,0,630,1,Y,Yes,17,80,2,0,2,1,0,0,0
59,No,Travel_Frequently,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,7,631,1,Y,No,11,80,20,2,2,4,3,1,3
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,0,632,1,Y,No,23,80,6,3,3,5,4,0,4
31,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,1,634,1,Y,No,17,80,1,4,3,1,1,1,0
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,1,635,1,Y,No,17,80,10,3,3,10,4,0,9
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3,638,1,Y,No,12,80,5,3,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,1,639,1,Y,No,23,80,11,2,3,11,7,1,8
35,No,Travel_Rarely,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,0,641,1,Y,No,14,80,16,2,3,15,13,2,8
45,No,Travel_Rarely,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,4,643,1,Y,Yes,14,80,17,3,4,0,0,0,0
37,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,4,644,1,Y,No,13,80,16,3,4,5,2,0,2
46,No,Travel_Rarely,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,8,645,1,Y,Yes,22,80,16,2,3,4,2,0,2
30,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,1,647,1,Y,Yes,12,80,10,1,2,10,8,3,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,1,648,1,Y,No,18,80,6,3,3,6,4,0,4
55,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,3,649,1,Y,No,14,80,,4,3,,0,1,0
38,No,Non-Travel,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,7,650,1,Y,Yes,12,80,17,3,3,13,11,1,9
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,1,652,1,Y,No,15,80,5,2,3,5,2,1,3
56,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,4,653,1,Y,No,11,80,37,3,2,6,4,0,2
23,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,3,655,1,Y,No,13,80,3,3,3,0,0,0,0
51,No,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,3,656,1,Y,No,23,80,10,4,3,4,2,,3
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,1,657,1,Y,No,19,80,11,3,3,11,10,10,8
46,Yes,Travel_Rarely,Sales,9,2,Medical,3,,64,2,,Sales Executive,4,Single,1,659,1,Y,No,16,80,9,3,3,9,8,4,7
40,No,Travel_Frequently,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,1,661,1,Y,No,22,80,22,3,2,22,3,11,11
51,No,Travel_Rarely,Sales,21,4,,3,Male,71,3,2,Sales Executive,4,Single,0,662,1,Y,Yes,22,80,11,2,1,10,7,1,0
30,No,Travel_Rarely,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,1,663,1,Y,Yes,,80,11,4,2,11,8,2,7
46,No,Travel_Frequently,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,2,664,1,Y,Yes,13,80,21,,2,10,9,9,5
32,No,Travel_Rarely,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,1,665,1,Y,No,16,80,12,0,3,11,8,5,7
54,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,60,3,3,Research Director,3,Married,9,666,1,Y,No,12,80,16,5,1,4,3,0,3
24,No,Travel_Rarely,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,0,667,1,Y,No,21,80,4,2,2,3,2,0,2
28,No,Non-Travel,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,1,669,1,Y,No,15,80,5,3,4,5,4,0,4
58,No,Travel_Rarely,Sales,10,4,Medical,4,Male,37,3,4,,3,Single,0,671,1,Y,No,13,80,38,1,2,37,10,1,8
44,No,Non-Travel,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,4,675,1,Y,No,12,80,17,3,4,3,2,1,2
37,Yes,Travel_Rarely,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,4,677,1,Y,Yes,22,80,7,3,3,3,2,0,2
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,1,679,1,Y,No,13,80,1,2,3,1,0,0,0
20,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,1,680,1,Y,Yes,18,80,1,5,3,1,0,1,0
34,No,Travel_Rarely,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,1,682,1,Y,No,14,80,16,3,3,16,13,2,10
37,No,Non-Travel,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5,683,1,Y,No,14,80,17,2,4,1,0,0,0
59,No,Non-Travel,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,9,684,1,Y,No,21,80,30,3,3,3,2,2,2
50,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,3,686,1,Y,Yes,19,80,28,1,2,8,3,0,7
25,Yes,Travel_Rarely,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,1,689,1,Y,Yes,11,80,6,1,,6,4,0,3
25,No,Travel_Rarely,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,1,690,1,Y,No,11,80,2,2,3,2,2,2,1
22,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,1,691,1,Y,No,15,80,1,5,3,0,0,0,0
51,No,Travel_Frequently,Research & Development,1,4,Medical,1,Female,30,2,,Healthcare Representative,1,Single,3,692,1,Y,No,20,80,23,1,2,13,12,12,8
34,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,1,698,1,Y,Yes,24,80,9,3,3,9,7,0,6
54,No,Non-Travel,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,2,699,1,Y,Yes,12,80,23,3,3,5,3,4,4
24,No,Travel_Rarely,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,0,700,1,Y,No,12,80,6,2,3,5,3,1,2
34,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,6,701,1,Y,No,15,80,12,3,3,1,0,0,0
37,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,2,702,1,Y,No,12,80,12,3,3,5,3,1,3
34,No,Travel_Rarely,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,2,704,1,Y,No,12,80,14,6,3,11,10,5,8
36,No,Travel_Frequently,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,0,705,1,Y,No,14,80,10,6,3,9,7,2,8
